CandidateName,District,ConstituencyNo,Party,Symbol,Search Keywords
समिर तामाङ्ग,झापा,5,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"(""Samaira Tamangaga"" OR ""समिर तामाङ्ग"" OR ""Samaira"")"
संजय राई,झापा,5,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""Sanjaya"" OR ""संजय राई"" OR ""Sanjaya Rai"")"
अमृत रसाइलि,झापा,5,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो),"(""अमृत रसाइलि"" OR ""Amarita Rasailai"" OR ""Amarita"")"
धर्मराज गुरागाई,झापा,5,पिपुल फर्ष्ट पार्टी,दुई औला खुलेको तिन औला बन्द भएको हातको आकृति,"(""Dharamaraja"" OR ""Dharamaraja Gauragai"" OR ""धर्मराज गुरागाई"")"
अर्जुन सापकोटा,झापा,5,स्वतन्त्र,क्याल्कुलेटर,"(""Arajauna Sapakaota"" OR ""अर्जुन सापकोटा"" OR ""Arajauna"")"
खेमनाथ शिवाकोटी,झापा,5,स्वतन्त्र,क्यामरा,"(""Khaemanatha Shaiwakaotai"" OR ""Khaemanatha"" OR ""खेमनाथ शिवाकोटी"")"
डम्वर शाहु,झापा,5,स्वतन्त्र,त्रिभुज,"(""Damawara"" OR ""Damawara Shahau"" OR ""डम्वर शाहु"")"
प्रकाश नेपाल,झापा,5,स्वतन्त्र,कैंची,"(""प्रकाश नेपाल"" OR ""Parakasha"" OR ""Parakasha Naepala"")"
पुस्कर खतिवडा,झापा,5,स्वतन्त्र,मुढा,"(""Pausakara Khataiwada"" OR ""पुस्कर खतिवडा"" OR ""Pausakara"")"
मातृका भट्टराई,झापा,5,स्वतन्त्र,सिरिन्ज,"(""Matarika Bhatatarai"" OR ""मातृका भट्टराई"" OR ""Matarika"")"
रञ्जना गौतम,झापा,5,स्वतन्त्र,ग्याँस चुलो,"(""रञ्जना गौतम"" OR ""Ranyajana"" OR ""Ranyajana Gautama"")"
विपुल गुरागाई,झापा,5,स्वतन्त्र,पाण्डा,"(""Waipaula"" OR ""विपुल गुरागाई"" OR ""Waipaula Gauragai"")"
शोभा भण्डारी,झापा,5,स्वतन्त्र,काउली,"(""Shaobha Bhanadarai"" OR ""Shaobha"" OR ""शोभा भण्डारी"")"
अर्जुन कुमार कार्की,संखुवासभा,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""अर्जुन कुमार कार्की"" OR ""Arajauna Kaumara Karakai"" OR ""Arajauna"")"
दिपन कुमार श्रेष्ठ,संखुवासभा,1,नेपाली काँग्रेस,रुख,"(""Daipana Kaumara Sharaeshatha"" OR ""दिपन कुमार श्रेष्ठ"" OR ""Daipana"")"
सरिता थापा,संखुवासभा,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""Saraita Thapa"" OR ""Saraita"" OR ""सरिता थापा"")"
मिङमा शेर्पा,संखुवासभा,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""Maingama"" OR ""मिङमा शेर्पा"" OR ""Maingama Shaerapa"")"
पदम बहादुर तामाङ,संखुवासभा,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""Padama"" OR ""पदम बहादुर तामाङ"" OR ""Padama Bahadaura Tamanga"")"
भरत कुमार राई (याक्खा),संखुवासभा,1,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,"(""Bharata"" OR ""Bharata Kaumara Rai Yakakha"" OR ""भरत कुमार राई (याक्खा)"")"
राज कुमार लघु,संखुवासभा,1,नेपाल मजदुर किसान पार्टी,मादल,"(""Raja Kaumara Laghau"" OR ""Raja"" OR ""राज कुमार लघु"")"
हेम कुमार गुरुङ्ग,संखुवासभा,1,राष्ट्रिय जनमोर्चा,गिलास,"(""Haema Kaumara Gauraungaga"" OR ""Haema"" OR ""हेम कुमार गुरुङ्ग"")"
देवेन्द्र कुमार (रिल्ली) घले,संखुवासभा,1,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,"(""Daewaenadara"" OR ""देवेन्द्र कुमार (रिल्ली) घले"" OR ""Daewaenadara Kaumara Railalai Ghalae"")"
केशर सिं राई,संखुवासभा,1,नेपाल जनमुक्ति पार्टी,घर,"(""केशर सिं राई"" OR ""Kaeshara"" OR ""Kaeshara Sain Rai"")"
घनश्याम वालिङ राई,संखुवासभा,1,राष्ट्रिय परिवर्तन पार्टी,बाँसुरी,"(""घनश्याम वालिङ राई"" OR ""Ghanashayama Walainga Rai"" OR ""Ghanashayama"")"
रन माया राई(चाम्लिङ्ग),संखुवासभा,1,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,दाप सहितको खुकुरी,"(""Rana"" OR ""Rana Maya Raichamalaingaga"" OR ""रन माया राई(चाम्लिङ्ग)"")"
कृष्ण बहादुर राई,संखुवासभा,1,नेपाली जनश्रमदान संस्कृति पार्टी,मान्छेले काधमा बोकिराखेको ढुङ्‌गा,"(""कृष्ण बहादुर राई"" OR ""Karishana"" OR ""Karishana Bahadaura Rai"")"
उमा कुमारी राई,संखुवासभा,1,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"(""Uma"" OR ""Uma Kaumarai Rai"" OR ""उमा कुमारी राई"")"
पुष्प कोईराला,संखुवासभा,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""Paushapa Kaoirala"" OR ""पुष्प कोईराला"" OR ""Paushapa"")"
वासुदेब दाहाल,संखुवासभा,1,स्वतन्त्र,कैंची,"(""Wasaudaeba"" OR ""Wasaudaeba Dahala"" OR ""वासुदेब दाहाल"")"
भानु भक्त ढकाल,तेह्रथुम,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Bhanau"" OR ""भानु भक्त ढकाल"" OR ""Bhanau Bhakata Dhakala"")"
सन्तोष सुब्वा,तेह्रथुम,1,नेपाली काँग्रेस,रुख,"(""सन्तोष सुब्वा"" OR ""Sanataosha"" OR ""Sanataosha Saubawa"")"
रनध्वज लिम्वु,तेह्रथुम,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""Ranadhawaja Laimawau"" OR ""रनध्वज लिम्वु"" OR ""Ranadhawaja"")"
सुरेन्द्र कार्की,तेह्रथुम,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""सुरेन्द्र कार्की"" OR ""Sauraenadara Karakai"" OR ""Sauraenadara"")"
होमभक्त लिम्बु (कुरुम्वाङ),तेह्रथुम,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""होमभक्त लिम्बु (कुरुम्वाङ)"" OR ""Haomabhakata Laimabau Kauraumawanga"" OR ""Haomabhakata"")"
गंगा वहादुर चोङवाङ् लिम्बु,तेह्रथुम,1,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,"(""गंगा वहादुर चोङवाङ् लिम्बु"" OR ""Ganga"" OR ""Ganga Wahadaura Chaongawanga Laimabau"")"
सागर नाथ रेग्मी,तेह्रथुम,1,नेपाल जनमुक्ति पार्टी,घर,"(""Sagara Natha Raegamai"" OR ""Sagara"" OR ""सागर नाथ रेग्मी"")"
